year,name,frequency,gender
1917,aaron,7,M
1917,abe,5,M
1917,abie,5,M
1917,abraham,25,M
1917,abram,7,M
1917,adam,19,M
1917,adelard,6,M
1917,adrian,7,M
1917,alan,34,M
1917,albert,502,M
1917,albin,5,M
1917,alcide,5,M
1917,alex,33,M
1917,alexander,187,M
1917,alfred,276,M
1917,alfredo,5,M
1917,allan,132,M
1917,allen,51,M
1917,almer,7,M
1917,alphonse,13,M
1917,alton,8,M
1917,alvin,68,M
1917,ambrose,16,M
1917,amos,10,M
1917,andre,6,M
1917,andrew,112,M
1917,angelo,18,M
1917,angus,37,M
1917,anthony,35,M
1917,antoine,6,M
1917,antonio,21,M
1917,antony,5,M
1917,archibald,38,M
1917,archie,39,M
1917,armand,18,M
1917,arnold,76,M
1917,arthur,476,M
1917,arvo,7,M
1917,aubrey,20,M
1917,audrey,5,M
1917,augustine,5,M
1917,aurele,5,M
1917,austin,30,M
1917,basil,35,M
1917,bazil,5,M
1917,ben,5,M
1917,benedict,5,M
1917,benjamin,51,M
1917,benny,5,M
1917,bernard,91,M
1917,bert,21,M
1917,bertie,8,M
1917,bertram,21,M
1917,beverley,6,M
1917,beverly,8,M
1917,billie,9,M
1917,bobbie,5,M
1917,borden,6,M
1917,bruce,103,M
1917,bruno,6,M
1917,burton,15,M
1917,calvin,14,M
1917,cameron,19,M
1917,carl,92,M
1917,carlton,7,M
1917,carman,17,M
1917,carmen,6,M
1917,cecil,159,M
1917,charles,790,M
1917,charley,6,M
1917,charlie,15,M
1917,chester,29,M
1917,christopher,18,M
1917,clarance,15,M
1917,clare,11,M
1917,clarence,216,M
1917,claud,5,M
1917,claude,29,M
1917,clayton,43,M
1917,clement,14,M
1917,clifford,171,M
1917,clifton,9,M
1917,clinton,16,M
1917,clyde,13,M
1917,colin,14,M
1917,conrad,7,M
1917,cornelius,8,M
1917,curtis,5,M
1917,cyril,53,M
1917,dalton,10,M
1917,daniel,91,M
1917,david,317,M
1917,dean,5,M
1917,delbert,24,M
1917,denis,13,M
1917,dennis,14,M
1917,desmond,6,M
1917,domenico,6,M
1917,dominic,9,M
1917,dominick,8,M
1917,don,5,M
1917,donald,497,M
1917,douglas,279,M
1917,dudley,6,M
1917,duncan,38,M
1917,dwight,5,M
1917,earl,211,M
1917,earle,15,M
1917,earnest,23,M
1917,eddie,7,M
1917,edgar,68,M
1917,edmond,25,M
1917,edmund,29,M
1917,edward,428,M
1917,edwin,107,M
1917,eldon,23,M
1917,elgin,21,M
1917,elias,6,M
1917,elliott,8,M
1917,elmer,103,M
1917,elton,6,M
1917,elwood,13,M
1917,emanuel,7,M
1917,emerson,22,M
1917,emil,10,M
1917,emile,16,M
1917,eric,59,M
1917,erle,5,M
1917,ernest,284,M
1917,ervin,6,M
1917,erwin,5,M
1917,eugene,43,M
1917,everett,26,M
1917,ewart,6,M
1917,felix,11,M
1917,ferdinand,6,M
1917,fergus,6,M
1917,fernand,8,M
1917,floyd,33,M
1917,frances,22,M
1917,francesco,13,M
1917,francis,352,M
1917,francois,7,M
1917,frank,306,M
1917,franklin,37,M
1917,fred,55,M
1917,frederic,21,M
1917,frederick,450,M
1917,fredrick,42,M
1917,gabriel,6,M
1917,garfield,11,M
1917,garnet,42,M
1917,garnett,5,M
1917,george,1206,M
1917,gerald,148,M
1917,gerard,25,M
1917,gilbert,45,M
1917,gino,5,M
1917,giovanni,10,M
1917,glen,38,M
1917,glenn,15,M
1917,gorden,16,M
1917,gordon,508,M
1917,graham,14,M
1917,grant,25,M
1917,gregory,10,M
1917,grenville,6,M
1917,guiseppe,8,M
1917,gustave,6,M
1917,guy,14,M
1917,hamilton,7,M
1917,harley,12,M
1917,harold,579,M
1917,harry,357,M
1917,harvey,94,M
1917,harvie,5,M
1917,hector,32,M
1917,henri,13,M
1917,henry,278,M
1917,herbert,263,M
1917,herman,21,M
1917,hilliard,5,M
1917,hilton,9,M
1917,hiram,5,M
1917,homer,10,M
1917,horace,22,M
1917,howard,220,M
1917,hubert,58,M
1917,hugh,118,M
1917,hyman,11,M
1917,ian,21,M
1917,ira,18,M
1917,irvin,14,M
1917,irvine,8,M
1917,irving,10,M
1917,irwin,15,M
1917,isaac,21,M
1917,isidore,5,M
1917,israel,16,M
1917,ivan,59,M
1917,ivor,5,M
1917,j,1774,M
1917,jack,270,M
1917,jacob,30,M
1917,james,1213,M
1917,jean,50,M
1917,jeremiah,7,M
1917,jerome,19,M
1917,jesse,7,M
1917,joe,24,M
1917,john,2453,M
1917,joseph,426,M
1917,julian,5,M
1917,julius,11,M
1917,karl,16,M
1917,keith,33,M
1917,kenneth,357,M
1917,laurence,23,M
1917,laurent,11,M
1917,laverne,5,M
1917,lawrance,7,M
1917,lawrence,135,M
1917,lee,6,M
1917,lenard,15,M
1917,leo,131,M
1917,leon,27,M
1917,leonard,183,M
1917,leopold,7,M
1917,leroy,9,M
1917,leslie,108,M
1917,lester,19,M
1917,levi,6,M
1917,lewis,35,M
1917,lionel,27,M
1917,lloyd,403,M
1917,lorenzo,14,M
1917,lorne,91,M
1917,louie,5,M
1917,louis,136,M
1917,loyd,41,M
1917,loyde,8,M
1917,lucien,22,M
1917,luigi,8,M
1917,lyall,6,M
1917,lyle,21,M
1917,m,26,M
1917,malcolm,37,M
1917,malcom,6,M
1917,marcel,5,M
1917,mario,6,M
1917,mark,15,M
1917,marshall,16,M
1917,martin,43,M
1917,marvin,13,M
1917,mason,5,M
1917,mathew,7,M
1917,matthew,12,M
1917,maurice,81,M
1917,max,32,M
1917,maxwell,14,M
1917,melville,38,M
1917,melvin,54,M
1917,mervin,21,M
1917,mervyn,11,M
1917,michael,140,M
1917,micheal,8,M
1917,michele,5,M
1917,mike,28,M
1917,milford,7,M
1917,milton,55,M
1917,morley,32,M
1917,morris,56,M
1917,moses,16,M
1917,murray,80,M
1917,myer,7,M
1917,napoleon,12,M
1917,narcisse,5,M
1917,nathan,15,M
1917,neil,30,M
1917,nelson,54,M
1917,newton,6,M
1917,nicholas,26,M
1917,nick,15,M
1917,noel,5,M
1917,norbert,8,M
1917,norman,379,M
1917,normand,5,M
1917,norris,5,M
1917,norval,6,M
1917,olavi,6,M
1917,oliver,43,M
1917,omer,13,M
1917,oral,5,M
1917,orland,8,M
1917,orval,33,M
1917,orvil,8,M
1917,orville,30,M
1917,osborne,7,M
1917,oscar,44,M
1917,oswald,12,M
1917,otto,8,M
1917,ovila,8,M
1917,owen,11,M
1917,pasquale,8,M
1917,patrick,85,M
1917,paul,94,M
1917,percival,15,M
1917,percy,98,M
1917,perry,6,M
1917,pete,7,M
1917,peter,162,M
1917,philip,48,M
1917,philippe,6,M
1917,phillip,20,M
1917,pierre,15,M
1917,ralph,145,M
1917,randolph,8,M
1917,raoul,5,M
1917,raphael,5,M
1917,ray,33,M
1917,raymond,167,M
1917,reginald,112,M
1917,rene,21,M
1917,reuben,6,M
1917,richard,182,M
1917,robert,1005,M
1917,roderick,13,M
1917,rodney,6,M
1917,roger,20,M
1917,roland,30,M
1917,rolland,7,M
1917,romeo,17,M
1917,ronald,99,M
1917,roscoe,5,M
1917,ross,92,M
1917,rowland,6,M
1917,roy,278,M
1917,royal,12,M
1917,ruben,11,M
1917,rudolph,6,M
1917,rupert,5,M
1917,russel,41,M
1917,russell,152,M
1917,salvatore,7,M
1917,sam,25,M
1917,samuel,155,M
1917,sheldon,5,M
1917,sherman,5,M
1917,sidney,84,M
1917,silas,6,M
1917,simeon,5,M
1917,simon,9,M
1917,solomon,16,M
1917,stafford,6,M
1917,stanislaus,5,M
1917,stanley,218,M
1917,stefan,5,M
1917,stephen,68,M
1917,sterling,6,M
1917,steve,13,M
1917,steven,7,M
1917,stewart,47,M
1917,stuart,50,M
1917,sydney,35,M
1917,sylvester,7,M
1917,tauno,5,M
1917,theodore,32,M
1917,theophile,6,M
1917,thomas,629,M
1917,timothy,5,M
1917,toivo,6,M
1917,tom,5,M
1917,tony,17,M
1917,verdun,11,M
1917,verne,6,M
1917,vernon,69,M
1917,victor,144,M
1917,vincent,75,M
1917,vittorio,5,M
1917,vivian,6,M
1917,waino,7,M
1917,wallace,47,M
1917,walter,396,M
1917,warren,24,M
1917,wellington,12,M
1917,wendell,5,M
1917,wesley,51,M
1917,wilber,6,M
1917,wilbert,65,M
1917,wilbur,13,M
1917,wilford,12,M
1917,wilfred,203,M
1917,wilfrid,40,M
1917,willard,24,M
1917,william,2236,M
1917,williard,5,M
1917,willie,18,M
1917,willis,17,M
1917,wilmer,8,M
1917,wilmot,7,M
1917,wilson,16,M
1917,winston,8,M
1917,woodrow,13,M
1917,wray,5,M
1918,aaron,7,M
1918,abraham,32,M
1918,adam,16,M
1918,adelard,8,M
1918,adolf,5,M
1918,adolphus,5,M
1918,adrian,5,M
1918,agostino,5,M
1918,alan,29,M
1918,albert,482,M
1918,alcide,11,M
1918,aldo,6,M
1918,alec,5,M
1918,alex,22,M
1918,alexander,209,M
1918,alfred,232,M
1918,allan,127,M
1918,allen,72,M
1918,alonzo,8,M
1918,alphonse,20,M
1918,alton,8,M
1918,alva,7,M
1918,alvin,57,M
1918,ambrose,16,M
1918,amos,10,M
1918,andrew,94,M
1918,angelo,12,M
1918,angus,31,M
1918,anson,5,M
1918,anthony,46,M
1918,antoine,7,M
1918,antonio,29,M
1918,archibald,52,M
1918,archie,28,M
1918,armand,22,M
1918,arnold,76,M
1918,arthur,480,M
1918,athol,5,M
1918,aubrey,14,M
1918,audrey,6,M
1918,august,5,M
1918,augustine,6,M
1918,aurele,6,M
1918,austin,25,M
1918,basil,29,M
1918,ben,6,M
1918,benjamin,56,M
1918,bernard,91,M
1918,bert,21,M
1918,bertie,5,M
1918,berton,5,M
1918,bertram,18,M
1918,beverley,12,M
1918,beverly,11,M
1918,bill,5,M
1918,billie,5,M
1918,billy,8,M
1918,blake,7,M
1918,boleslaw,5,M
1918,borden,6,M
1918,brian,7,M
1918,bruce,106,M
1918,burton,13,M
1918,byron,7,M
1918,calvin,17,M
1918,cameron,14,M
1918,campbell,6,M
1918,carl,96,M
1918,carlton,6,M
1918,carman,15,M
1918,carmen,6,M
1918,carol,5,M
1918,carroll,7,M
1918,carson,10,M
1918,cecil,145,M
1918,charles,822,M
1918,charlie,23,M
1918,chester,31,M
1918,christopher,14,M
1918,clarance,23,M
1918,clarence,232,M
1918,clark,6,M
1918,claud,6,M
1918,claude,23,M
1918,clayton,44,M
1918,clement,11,M
1918,clifford,205,M
1918,clifton,9,M
1918,clinton,16,M
1918,clyde,10,M
1918,colin,14,M
1918,conrad,16,M
1918,cornelius,6,M
1918,cyril,32,M
1918,dalton,16,M
1918,daniel,72,M
1918,darcy,6,M
1918,david,294,M
1918,delbert,21,M
1918,delmer,9,M
1918,denis,7,M
1918,dennis,16,M
1918,desmond,8,M
1918,dominic,7,M
1918,dominico,6,M
1918,donald,534,M
1918,dougald,5,M
1918,douglas,429,M
1918,duncan,29,M
1918,dwight,8,M
1918,earl,172,M
1918,earle,24,M
1918,earnest,39,M
1918,eddie,7,M
1918,edgar,71,M
1918,edmond,25,M
1918,edmund,29,M
1918,edouard,5,M
1918,edward,472,M
1918,edwin,107,M
1918,eino,5,M
1918,elbert,5,M
1918,eldon,18,M
1918,eldred,5,M
1918,elgin,20,M
1918,eli,7,M
1918,elijah,6,M
1918,ellwood,6,M
1918,elmer,140,M
1918,elmo,5,M
1918,elton,6,M
1918,elwood,20,M
1918,elwyn,6,M
1918,emanuel,5,M
1918,emerson,22,M
1918,emile,17,M
1918,eric,63,M
1918,erminio,5,M
1918,ernest,272,M
1918,ernie,5,M
1918,erwin,7,M
1918,eugene,65,M
1918,evan,9,M
1918,everett,47,M
1918,ewart,14,M
1918,ezra,5,M
1918,felix,9,M
1918,ferdinand,7,M
1918,fergus,5,M
1918,fernand,7,M
1918,floyd,32,M
1918,frances,18,M
1918,francesco,6,M
1918,francis,343,M
1918,francisco,5,M
1918,francois,7,M
1918,frank,298,M
1918,franklin,47,M
1918,fraser,8,M
1918,fred,78,M
1918,freddie,5,M
1918,frederic,17,M
1918,frederick,410,M
1918,fredrick,67,M
1918,garfield,15,M
1918,garnet,61,M
1918,george,1193,M
1918,gerald,188,M
1918,gerard,29,M
1918,gilbert,64,M
1918,giovanni,8,M
1918,glen,41,M
1918,glenn,19,M
1918,godfrey,5,M
1918,gordan,5,M
1918,gorden,11,M
1918,gordon,552,M
1918,graham,14,M
1918,grant,19,M
1918,gregory,7,M
1918,grenville,5,M
1918,guiseppe,8,M
1918,guy,8,M
1918,harold,591,M
1918,harris,11,M
1918,harrold,5,M
1918,harry,370,M
1918,harvey,100,M
1918,harvie,5,M
1918,hector,33,M
1918,henery,5,M
1918,henri,17,M
1918,henry,256,M
1918,herbert,239,M
1918,herman,27,M
1918,hilliard,7,M
1918,hiram,6,M
1918,homer,9,M
1918,horace,23,M
1918,howard,242,M
1918,hubert,39,M
1918,hugh,123,M
1918,hyman,9,M
1918,ian,18,M
1918,ira,6,M
1918,irvin,12,M
1918,irvine,9,M
1918,irving,17,M
1918,irwin,18,M
1918,isaac,12,M
1918,isidore,6,M
1918,israel,11,M
1918,ivan,63,M
1918,j,1929,M
1918,jack,244,M
1918,jackson,7,M
1918,jacob,24,M
1918,james,1257,M
1918,jean,58,M
1918,jeremiah,5,M
1918,jerome,14,M
1918,jesse,9,M
1918,joe,22,M
1918,joel,5,M
1918,john,2364,M
1918,joseph,444,M
1918,julian,9,M
1918,julius,6,M
1918,justin,6,M
1918,karl,19,M
1918,keith,35,M
1918,keneth,5,M
1918,kenneth,394,M
1918,laurence,22,M
1918,laurent,17,M
1918,lauri,8,M
1918,lavern,7,M
1918,lawrence,169,M
1918,lawson,5,M
1918,lenard,9,M
1918,lennard,5,M
1918,leo,106,M
1918,leon,20,M
1918,leonard,172,M
1918,leopold,9,M
1918,leroy,13,M
1918,leslie,101,M
1918,lester,12,M
1918,levi,5,M
1918,lewis,43,M
1918,lionel,25,M
1918,lloyd,362,M
1918,lorenzo,6,M
1918,lorne,116,M
1918,louis,119,M
1918,loyd,36,M
1918,lucien,30,M
1918,luigi,10,M
1918,lyle,23,M
1918,m,26,M
1918,mac,5,M
1918,malcolm,33,M
1918,marcel,6,M
1918,margaret,5,M
1918,marian,5,M
1918,mario,5,M
1918,marion,5,M
1918,mark,17,M
1918,marshall,19,M
1918,martin,35,M
1918,marvin,9,M
1918,mathew,5,M
1918,matthew,17,M
1918,maurice,70,M
1918,max,37,M
1918,maxwell,16,M
1918,maynard,5,M
1918,melville,51,M
1918,melvin,54,M
1918,meredith,5,M
1918,merle,5,M
1918,mervin,28,M
1918,mervyn,13,M
1918,michael,147,M
1918,micheal,5,M
1918,michel,7,M
1918,mike,26,M
1918,milton,56,M
1918,moise,6,M
1918,morgan,9,M
1918,morley,32,M
1918,morris,63,M
1918,mortimer,5,M
1918,moses,13,M
1918,murray,105,M
1918,murry,9,M
1918,myer,5,M
1918,myron,6,M
1918,napoleon,10,M
1918,nathan,9,M
1918,nathaniel,5,M
1918,neil,29,M
1918,nelson,53,M
1918,nicholas,28,M
1918,nick,19,M
1918,noel,13,M
1918,norman,356,M
1918,norval,6,M
1918,nykola,5,M
1918,oiva,5,M
1918,oliver,30,M
1918,omer,18,M
1918,orland,6,M
1918,orlando,8,M
1918,orley,6,M
1918,orval,23,M
1918,orville,28,M
1918,oscar,45,M
1918,oswald,7,M
1918,otto,6,M
1918,ovila,6,M
1918,owen,12,M
1918,pasquale,9,M
1918,patrick,97,M
1918,paul,120,M
1918,percival,18,M
1918,percy,87,M
1918,perry,5,M
1918,pete,11,M
1918,peter,144,M
1918,petro,7,M
1918,philip,67,M
1918,philippe,7,M
1918,phillip,18,M
1918,pierre,15,M
1918,rae,5,M
1918,ralph,136,M
1918,randolph,6,M
1918,raoul,8,M
1918,ray,34,M
1918,raymond,187,M
1918,reginald,96,M
1918,reino,6,M
1918,rene,27,M
1918,reuben,18,M
1918,richard,207,M
1918,robert,1006,M
1918,rocco,5,M
1918,roderick,17,M
1918,rodney,5,M
1918,roger,20,M
1918,roland,41,M
1918,rolland,8,M
1918,romeo,15,M
1918,ronald,115,M
1918,roscoe,6,M
1918,ross,116,M
1918,roy,268,M
1918,royal,7,M
1918,rudolph,8,M
1918,rupert,7,M
1918,russel,40,M
1918,russell,181,M
1918,salvatore,7,M
1918,sam,13,M
1918,samuel,151,M
1918,sanford,5,M
1918,saul,5,M
1918,seymour,5,M
1918,shirley,5,M
1918,sidney,67,M
1918,simon,17,M
1918,solomon,13,M
1918,stanley,277,M
1918,stephan,5,M
1918,stephen,42,M
1918,steve,22,M
1918,steven,10,M
1918,stewart,56,M
1918,stuart,36,M
1918,sydney,42,M
1918,sylvester,9,M
1918,tauno,7,M
1918,teddy,8,M
1918,terence,7,M
1918,theodore,29,M
1918,thomas,629,M
1918,timothy,5,M
1918,toivo,5,M
1918,tom,5,M
1918,tomas,5,M
1918,tony,12,M
1918,umberto,6,M
1918,verdun,11,M
1918,vernon,78,M
1918,victor,210,M
1918,victory,5,M
1918,vincent,73,M
1918,vincenzo,10,M
1918,wallace,48,M
1918,walter,356,M
1918,ward,7,M
1918,warren,17,M
1918,wasyl,6,M
1918,weldon,7,M
1918,wellington,6,M
1918,wendell,5,M
1918,wesley,46,M
1918,wilber,5,M
1918,wilbert,74,M
1918,wilbur,12,M
1918,wilford,8,M
1918,wilfred,187,M
1918,wilfrid,47,M
1918,wilho,7,M
1918,willard,25,M
1918,william,2208,M
1918,willie,15,M
1918,willis,11,M
1918,wilmer,9,M
1918,wilmot,8,M
1918,wilson,13,M
1918,winston,6,M
1918,wlfred,5,M
1918,wlliam,7,M
1918,woodrow,20,M
1919,aaron,8,M
1919,abraham,24,M
1919,adelard,13,M
1919,adolph,6,M
1919,adrian,6,M
1919,aime,6,M
1919,alan,37,M
1919,albert,468,M
1919,alberto,6,M
1919,alcide,8,M
1919,aldo,6,M
1919,alec,5,M
1919,alex,24,M
1919,alexander,166,M
1919,alfred,213,M
1919,alfredo,7,M
1919,allan,147,M
1919,allen,62,M
1919,almer,7,M
1919,alphonse,16,M
1919,alvin,76,M
1919,alwyn,6,M
1919,ambrose,13,M
1919,amos,12,M
1919,andrew,95,M
1919,angelo,6,M
1919,angus,46,M
1919,anthony,38,M
1919,antonio,21,M
1919,archibald,39,M
1919,archie,37,M
1919,armand,26,M
1919,arnold,71,M
1919,arthur,549,M
1919,arvo,5,M
1919,aubrey,9,M
1919,august,6,M
1919,aurele,7,M
1919,austin,26,M
1919,basil,20,M
1919,ben,6,M
1919,benedict,9,M
1919,benjamin,33,M
1919,bennie,8,M
1919,bernard,86,M
1919,bert,22,M
1919,bertram,25,M
1919,beverley,5,M
1919,beverly,8,M
1919,billie,6,M
1919,billy,5,M
1919,blake,9,M
1919,boyd,5,M
1919,bruce,128,M
1919,bruno,13,M
1919,burton,14,M
1919,byron,7,M
1919,calvin,16,M
1919,cameron,13,M
1919,carl,95,M
1919,carman,14,M
1919,carmen,9,M
1919,carson,7,M
1919,cecil,136,M
1919,charles,729,M
1919,charlie,22,M
1919,chester,25,M
1919,christopher,18,M
1919,clair,7,M
1919,claire,6,M
1919,clarance,10,M
1919,clare,11,M
1919,clarence,214,M
1919,claude,28,M
1919,clayton,56,M
1919,clement,12,M
1919,clifford,182,M
1919,clifton,10,M
1919,clinton,8,M
1919,clyde,9,M
1919,colin,15,M
1919,cornelius,5,M
1919,curtis,5,M
1919,cyril,33,M
1919,dalton,16,M
1919,dan,6,M
1919,daniel,87,M
1919,david,298,M
1919,delbert,32,M
1919,delmar,5,M
1919,delmer,8,M
1919,denis,5,M
1919,dennis,22,M
1919,desmond,5,M
1919,dnald,5,M
1919,domenico,8,M
1919,dominic,13,M
1919,don,6,M
1919,donald,572,M
1919,donat,9,M
1919,douglas,361,M
1919,douglass,5,M
1919,duncan,37,M
1919,earl,214,M
1919,earle,24,M
1919,earnest,36,M
1919,edgar,74,M
1919,edmond,20,M
1919,edmund,27,M
1919,edward,499,M
1919,edwin,96,M
1919,elden,5,M
1919,eldon,21,M
1919,elgin,16,M
1919,eli,7,M
1919,elie,6,M
1919,ellis,9,M
1919,ellwood,5,M
1919,elmer,94,M
1919,elmore,8,M
1919,elvin,10,M
1919,elwood,23,M
1919,emerson,19,M
1919,emil,8,M
1919,emile,16,M
1919,emmett,5,M
1919,eorge,9,M
1919,eric,63,M
1919,ernest,268,M
1919,errol,6,M
1919,ervin,7,M
1919,erwin,10,M
1919,eugene,54,M
1919,evan,7,M
1919,everett,26,M
1919,ewart,6,M
1919,felix,14,M
1919,ferdinand,9,M
1919,fernand,6,M
1919,floyd,37,M
1919,ford,5,M
1919,frances,14,M
1919,francesco,6,M
1919,francis,319,M
1919,francois,12,M
1919,frank,298,M
1919,franklin,44,M
1919,fraser,6,M
1919,fred,58,M
1919,freddie,7,M
1919,frederic,15,M
1919,frederick,361,M
1919,fredrick,71,M
1919,gabriel,5,M
1919,garfield,13,M
1919,garnet,54,M
1919,geoffrey,9,M
1919,george,1107,M
1919,gerald,184,M
1919,gerard,24,M
1919,gilbert,49,M
1919,giovanni,8,M
1919,glen,36,M
1919,glendon,5,M
1919,glenn,16,M
1919,godfrey,5,M
1919,gorden,12,M
1919,gordon,559,M
1919,graham,10,M
1919,grant,27,M
1919,gregory,9,M
1919,grenville,6,M
1919,guido,5,M
1919,guiseppe,10,M
1919,guy,14,M
1919,hamilton,5,M
1919,harley,8,M
1919,harold,599,M
1919,harrison,7,M
1919,harry,304,M
1919,harvey,102,M
1919,harvie,5,M
1919,hector,24,M
1919,henri,19,M
1919,henry,214,M
1919,herbert,208,M
1919,herman,28,M
1919,hilton,9,M
1919,homer,8,M
1919,horace,29,M
1919,howard,229,M
1919,hubert,32,M
1919,hugh,122,M
1919,hughie,6,M
1919,ian,18,M
1919,ira,10,M
1919,irvin,11,M
1919,irvine,5,M
1919,irving,8,M
1919,irwin,13,M
1919,isaac,21,M
1919,isidore,8,M
1919,israel,10,M
1919,ivan,53,M
1919,j,1858,M
1919,jack,283,M
1919,jackie,5,M
1919,jackson,7,M
1919,jacob,26,M
1919,jake,5,M
1919,james,1272,M
1919,jean,79,M
1919,jerome,20,M
1919,jesse,10,M
1919,jim,6,M
1919,joe,15,M
1919,john,2407,M
1919,joseph,400,M
1919,josephat,8,M
1919,julien,6,M
1919,karl,20,M
1919,keith,50,M
1919,keneth,7,M
1919,kenneth,406,M
1919,laurence,19,M
1919,laurent,13,M
1919,laurier,5,M
1919,laverne,6,M
1919,lawrence,160,M
1919,lenard,10,M
1919,leo,104,M
1919,leon,18,M
1919,leonard,191,M
1919,leopold,12,M
1919,leroy,11,M
1919,leslie,91,M
1919,lester,18,M
1919,lewis,47,M
1919,lindsay,5,M
1919,lionel,33,M
1919,lloyd,365,M
1919,lorne,105,M
1919,louis,120,M
1919,loyd,38,M
1919,loyde,8,M
1919,lucien,31,M
1919,luigi,5,M
1919,lyle,25,M
1919,lyman,6,M
1919,m,11,M
1919,mack,9,M
1919,malcolm,39,M
1919,marcel,13,M
1919,marcus,6,M
1919,margaret,7,M
1919,marie,5,M
1919,mario,9,M
1919,mark,5,M
1919,marshall,8,M
1919,martin,46,M
1919,marvin,10,M
1919,matthew,7,M
1919,maurice,78,M
1919,max,45,M
1919,maxwell,17,M
1919,melville,37,M
1919,melvin,64,M
1919,merle,5,M
1919,merrill,6,M
1919,mervin,17,M
1919,mervyn,11,M
1919,michael,128,M
1919,micheal,6,M
1919,mike,31,M
1919,miles,5,M
1919,milton,45,M
1919,moise,6,M
1919,morgan,11,M
1919,morley,29,M
1919,morris,41,M
1919,murray,112,M
1919,murry,7,M
1919,napoleon,11,M
1919,nathan,11,M
1919,neil,30,M
1919,nelson,34,M
1919,newton,7,M
1919,nicholas,26,M
1919,nick,8,M
1919,nickolas,5,M
1919,nicola,6,M
1919,noble,6,M
1919,noel,6,M
1919,norma,5,M
1919,norman,361,M
1919,norris,6,M
1919,oliver,27,M
1919,omar,5,M
1919,omer,13,M
1919,orland,11,M
1919,orlando,8,M
1919,ormand,6,M
1919,ormond,5,M
1919,orval,25,M
1919,orvil,6,M
1919,orville,30,M
1919,oscar,48,M
1919,oswald,8,M
1919,otto,12,M
1919,ovila,7,M
1919,owen,7,M
1919,pasquale,7,M
1919,patrick,84,M
1919,paul,123,M
1919,percival,13,M
1919,percy,77,M
1919,pete,5,M
1919,peter,150,M
1919,philip,56,M
1919,philippe,9,M
1919,phillip,19,M
1919,pierre,7,M
1919,pietro,5,M
1919,ralph,159,M
1919,randolph,6,M
1919,ray,25,M
1919,raymond,161,M
1919,reginald,103,M
1919,reino,10,M
1919,rene,24,M
1919,reuben,12,M
1919,rex,9,M
1919,richard,202,M
1919,robert,1062,M
1919,roderick,8,M
1919,rodney,7,M
1919,rodolphe,7,M
1919,roger,35,M
1919,roland,35,M
1919,rolland,14,M
1919,romeo,20,M
1919,ronald,128,M
1919,rosario,7,M
1919,ross,127,M
1919,rowland,5,M
1919,roy,254,M
1919,royal,9,M
1919,rupert,5,M
1919,russel,53,M
1919,russell,125,M
1919,salvatore,10,M
1919,sam,19,M
1919,samuel,120,M
1919,sauel,5,M
1919,sherman,6,M
1919,shirley,5,M
1919,sidney,64,M
1919,simon,13,M
1919,solomon,9,M
1919,stanislaw,5,M
1919,stanley,233,M
1919,stephen,43,M
1919,sterling,5,M
1919,steve,14,M
1919,steven,6,M
1919,stewart,55,M
1919,stuart,45,M
1919,sydney,46,M
1919,sylvester,7,M
1919,sylvio,6,M
1919,teddy,5,M
1919,theodore,39,M
1919,thomas,636,M
1919,timothy,11,M
1919,tom,7,M
1919,tony,10,M
1919,verne,5,M
1919,verner,5,M
1919,vernon,64,M
1919,victor,182,M
1919,vincent,61,M
1919,vito,6,M
1919,wallace,53,M
1919,walter,360,M
1919,ward,8,M
1919,warren,18,M
1919,wellington,12,M
1919,werner,5,M
1919,wesley,41,M
1919,wilbert,67,M
1919,wilbur,12,M
1919,wilford,10,M
1919,wilfred,205,M
1919,wilfrid,68,M
1919,willard,33,M
1919,william,2150,M
1919,willie,14,M
1919,willis,17,M
1919,wilmer,10,M
1919,wilson,25,M
1919,winston,10,M
1919,wladyslaw,5,M
1919,wlliam,9,M
1919,woodrow,5,M
1919,wray,5,M
1920,aaron,6,M
1920,abraham,26,M
1920,abram,6,M
1920,adam,12,M
1920,adelard,10,M
1920,adrian,5,M
1920,alan,54,M
1920,albert,502,M
1920,alcide,5,M
1920,alden,8,M
1920,alec,5,M
1920,alex,28,M
1920,alexander,236,M
1920,alfred,260,M
1920,allan,149,M
1920,allen,83,M
1920,almer,5,M
1920,alphonse,14,M
1920,alton,5,M
1920,alvin,78,M
1920,ambrose,18,M
1920,amos,7,M
1920,andrew,93,M
1920,angelo,11,M
1920,angus,32,M
1920,anthony,41,M
1920,antoine,7,M
1920,antonio,17,M
1920,antony,5,M
1920,archibald,47,M
1920,archie,45,M
1920,armand,17,M
1920,arnold,90,M
1920,arthur,569,M
1920,aubrey,28,M
1920,august,8,M
1920,austin,20,M
1920,barry,11,M
1920,basil,26,M
1920,benjamin,41,M
1920,bennie,7,M
1920,benny,7,M
1920,bernard,115,M
1920,bert,16,M
1920,bertram,28,M
1920,beverley,8,M
1920,beverly,8,M
1920,billie,9,M
1920,billy,11,M
1920,blake,10,M
1920,brian,7,M
1920,bruce,130,M
1920,bruno,8,M
1920,burton,10,M
1920,byron,5,M
1920,calvin,13,M
1920,cameron,11,M
1920,campbell,5,M
1920,carl,97,M
1920,carlyle,5,M
1920,carman,18,M
1920,carmen,9,M
1920,cecil,149,M
1920,charles,785,M
1920,charlie,18,M
1920,chester,42,M
1920,christopher,11,M
1920,claire,6,M
1920,clarance,15,M
1920,clare,17,M
1920,clarence,240,M
