year,name,frequency,gender
1945,colin,33,M
1945,conrad,9,M
1945,craig,27,M
1945,cyril,11,M
1945,dale,50,M
1945,dalton,11,M
1945,dan,7,M
1945,dana,5,M
1945,daniel,246,M
1945,danny,25,M
1945,darcy,5,M
1945,d'arcy,5,M
1945,darrell,5,M
1945,darryl,8,M
1945,darwin,9,M
1945,david,1559,M
1945,dean,17,M
1945,delano,7,M
1945,delbert,17,M
1945,denis,47,M
1945,dennis,360,M
1945,derek,11,M
1945,desmond,7,M
1945,dominic,8,M
1945,don,6,M
1945,donald,1142,M
1945,douglas,772,M
1945,duane,10,M
1945,duncan,23,M
1945,dwayne,7,M
1945,dwight,52,M
1945,earl,80,M
1945,earnest,9,M
1945,eddie,12,M
1945,edgar,26,M
1945,edmond,15,M
1945,edmund,18,M
1945,edward,499,M
1945,edwin,53,M
1945,eldon,17,M
1945,elgin,5,M
1945,elliot,5,M
1945,elliott,6,M
1945,elmer,19,M
1945,elvin,6,M
1945,elwood,15,M
1945,emerson,6,M
1945,emil,9,M
1945,emile,12,M
1945,eric,123,M
1945,erik,7,M
1945,ernest,138,M
1945,ernie,9,M
1945,ervin,6,M
1945,eugene,40,M
1945,evan,11,M
1945,everett,11,M
1945,fernand,14,M
1945,floyd,29,M
1945,frances,10,M
1945,francis,155,M
1945,francois,11,M
1945,frank,154,M
1945,franklin,70,M
1945,fraser,5,M
1945,fred,16,M
1945,frederic,11,M
1945,frederick,291,M
1945,fredric,6,M
1945,fredrick,84,M
1945,gabriel,6,M
1945,garfield,27,M
1945,garnet,28,M
1945,garry,217,M
1945,garth,10,M
1945,gary,712,M
1945,gaston,12,M
1945,gene,14,M
1945,geoffrey,10,M
1945,george,648,M
1945,gerald,426,M
1945,gerard,47,M
1945,germain,7,M
1945,gerry,16,M
1945,gilbert,45,M
1945,gilles,26,M
1945,glen,105,M
1945,glenn,90,M
1945,gorden,8,M
1945,gordon,453,M
1945,graham,27,M
1945,grant,68,M
1945,graydon,6,M
1945,gregory,93,M
1945,guy,36,M
1945,harley,7,M
1945,harold,230,M
1945,harry,137,M
1945,harvey,80,M
1945,hector,17,M
1945,henry,89,M
1945,herbert,71,M
1945,herman,15,M
1945,homer,5,M
1945,howard,133,M
1945,hubert,20,M
1945,hugh,65,M
1945,ian,103,M
1945,infant,34,M
1945,irvin,5,M
1945,irwin,6,M
1945,isaac,6,M
1945,ivan,56,M
1945,j,13,M
1945,jack,110,M
1945,jackie,9,M
1945,jacob,8,M
1945,jacques,22,M
1945,james,1802,M
1945,jan,11,M
1945,jay,6,M
1945,jean,93,M
1945,jean-guy,6,M
1945,jean-louis,5,M
1945,jean-paul,9,M
1945,jeffery,10,M
1945,jeffrey,36,M
1945,jerald,7,M
1945,jerome,23,M
1945,jerry,60,M
1945,jimmie,8,M
1945,jimmy,11,M
1945,joe,5,M
1945,joel,24,M
1945,joeseph,9,M
1945,joesph,16,M
1945,john,2826,M
1945,johnnie,9,M
1945,johnny,15,M
1945,jon,36,M
1945,jonathan,8,M
1945,jos,24,M
1945,joseph,3205,M
1945,josephe,9,M
1945,julius,6,M
1945,junior,5,M
1945,karl,19,M
1945,keith,178,M
1945,kenneth,840,M
1945,kennith,5,M
1945,kent,6,M
1945,kerry,11,M
1945,kevin,15,M
1945,kieth,9,M
1945,lanny,14,M
1945,larry,416,M
1945,laurence,36,M
1945,laurent,13,M
1945,laurie,10,M
1945,laurier,5,M
1945,lavern,5,M
1945,laverne,12,M
1945,lawerence,6,M
1945,lawrance,6,M
1945,lawrence,290,M
1945,lee,14,M
1945,leland,6,M
1945,lenard,16,M
1945,leo,71,M
1945,leon,19,M
1945,leonard,176,M
1945,leroy,14,M
1945,leslie,98,M
1945,lester,10,M
1945,lewis,21,M
1945,lionel,32,M
1945,lloyd,122,M
1945,lorne,107,M
1945,louis,72,M
1945,loyd,5,M
1945,lucien,11,M
1945,lyle,34,M
1945,lynn,13,M
1945,malcolm,29,M
1945,male,12,M
1945,marc,18,M
1945,marcel,35,M
1945,marie,5,M
1945,mark,48,M
1945,marshall,17,M
1945,martin,59,M
1945,marvin,40,M
1945,matthew,11,M
1945,maurice,68,M
1945,max,5,M
1945,maxwell,6,M
1945,melville,10,M
1945,melvin,58,M
1945,melvyn,14,M
1945,merle,5,M
1945,mervin,29,M
1945,mervyn,17,M
1945,michael,660,M
1945,micheal,44,M
1945,michel,21,M
1945,milton,10,M
1945,mitchell,9,M
1945,monty,5,M
1945,morgan,6,M
1945,morley,23,M
1945,morris,35,M
1945,murray,186,M
1945,murry,7,M
1945,myron,5,M
1945,nathan,6,M
1945,neal,6,M
1945,neil,82,M
1945,nelson,33,M
1945,nicholas,20,M
1945,nick,7,M
1945,nickolas,8,M
1945,noel,21,M
1945,norman,217,M
1945,normand,10,M
1945,norris,5,M
1945,not,17,M
1945,oliver,13,M
1945,omer,7,M
1945,orval,8,M
1945,orville,11,M
1945,oscar,6,M
1945,owen,7,M
1945,patrick,184,M
1945,paul,712,M
1945,percy,11,M
1945,perry,6,M
1945,peter,589,M
1945,philip,89,M
1945,phillip,36,M
1945,pierre,22,M
1945,preston,5,M
1945,rae,6,M
1945,ralph,157,M
1945,randall,24,M
1945,randolph,21,M
1945,randy,6,M
1945,ray,30,M
1945,raymond,321,M
1945,reginald,77,M
1945,reid,5,M
1945,rejean,5,M
1945,rene,26,M
1945,rex,5,M
1945,rheal,5,M
1945,richard,994,M
1945,ricky,6,M
1945,robert,2486,M
1945,robin,27,M
1945,roderick,34,M
1945,rodger,22,M
1945,rodney,46,M
1945,roger,209,M
1945,roland,46,M
1945,rolland,8,M
1945,ronald,1137,M
1945,ronnie,19,M
1945,ross,138,M
1945,roy,171,M
1945,rudolph,6,M
1945,russel,31,M
1945,russell,96,M
1945,samuel,58,M
1945,scott,10,M
1945,sheldon,23,M
1945,sherman,5,M
1945,sidney,18,M
1945,spencer,5,M
1945,stanley,176,M
1945,stephen,178,M
1945,steve,7,M
1945,steven,61,M
1945,stewart,30,M
1945,stuart,32,M
1945,sydney,25,M
1945,sylvester,6,M
1945,ted,11,M
1945,teddy,9,M
1945,terence,45,M
1945,terrance,95,M
1945,terrence,96,M
1945,terry,109,M
1945,theodore,32,M
1945,thomas,753,M
1945,timothy,70,M
1945,tommy,8,M
1945,trevor,9,M
1945,vaughn,9,M
1945,verne,5,M
1945,vernon,33,M
1945,victor,151,M
1945,vincent,59,M
1945,wallace,38,M
1945,walter,182,M
1945,warren,54,M
1945,wayne,513,M
1945,weldon,7,M
1945,wesley,32,M
1945,wilbert,19,M
1945,wilfred,60,M
1945,wilfrid,8,M
1945,willard,16,M
1945,william,2106,M
1945,willis,9,M
1945,wilson,9,M
1945,winston,21,M
1945,wray,6,M
1945,yvon,11,M
1946,aaron,8,M
1946,adam,10,M
1946,alan,204,M
1946,albert,163,M
1946,alex,10,M
1946,alexander,128,M
1946,alfred,102,M
1946,allan,333,M
1946,allen,118,M
1946,alphonse,11,M
1946,alvin,33,M
1946,andre,33,M
1946,andrew,102,M
1946,angus,12,M
1946,anthony,97,M
1946,archibald,9,M
1946,archie,15,M
1946,armand,19,M
1946,arnold,46,M
1946,arthur,223,M
1946,aubrey,8,M
1946,aurele,6,M
1946,babe,11,M
1946,barrie,17,M
1946,barry,338,M
1946,basil,6,M
1946,benjamin,17,M
1946,bernard,117,M
1946,bert,10,M
1946,bertram,7,M
1946,beverley,15,M
1946,beverly,13,M
1946,bill,8,M
1946,billy,5,M
1946,blaine,8,M
1946,blair,5,M
1946,blake,7,M
1946,bobby,9,M
1946,boyd,5,M
1946,bradley,22,M
1946,brent,20,M
1946,brian,885,M
1946,brien,5,M
1946,bruce,381,M
1946,bryan,143,M
1946,bryce,5,M
1946,bryon,10,M
1946,burton,6,M
1946,byron,18,M
1946,calvin,24,M
1946,cameron,32,M
1946,carl,139,M
1946,carman,13,M
1946,carmen,12,M
1946,carson,11,M
1946,cecil,51,M
1946,charles,507,M
1946,chester,10,M
1946,christopher,104,M
1946,clair,5,M
1946,clare,11,M
1946,clarence,69,M
1946,clark,12,M
1946,clarke,6,M
1946,claude,48,M
1946,clayton,21,M
1946,clifford,142,M
1946,clifton,5,M
1946,clinton,9,M
1946,clyde,15,M
1946,colin,33,M
1946,collin,6,M
1946,conrad,11,M
1946,craig,44,M
1946,cyril,12,M
1946,dale,82,M
1946,dalton,10,M
1946,dan,5,M
1946,dana,9,M
1946,daniel,329,M
1946,dannie,5,M
1946,danny,63,M
1946,darcy,6,M
1946,d'arcy,5,M
1946,darrel,6,M
1946,darrell,7,M
1946,darryl,20,M
1946,darwin,13,M
1946,daryl,6,M
1946,david,2029,M
1946,dean,28,M
1946,delbert,11,M
1946,delmer,8,M
1946,denis,67,M
1946,dennis,497,M
1946,derek,21,M
1946,dominic,7,M
1946,don,15,M
1946,donald,1351,M
1946,douglas,954,M
1946,drew,7,M
1946,duane,8,M
1946,duncan,24,M
1946,dwayne,11,M
1946,dwight,46,M
1946,earl,98,M
1946,earle,13,M
1946,earnest,8,M
1946,eddy,5,M
1946,edgar,22,M
1946,edmond,18,M
1946,edmund,17,M
1946,edward,560,M
1946,edwin,62,M
1946,eldon,15,M
1946,elgin,9,M
1946,elmer,18,M
1946,elwood,11,M
1946,emerson,8,M
1946,emile,8,M
1946,eric,139,M
1946,ernest,137,M
1946,ernie,9,M
1946,ervin,7,M
1946,eugene,51,M
1946,evan,8,M
1946,everett,5,M
1946,fernand,10,M
1946,floyd,26,M
1946,frances,8,M
1946,francis,167,M
1946,francois,5,M
1946,frank,172,M
1946,franklin,60,M
1946,franklyn,5,M
1946,fred,28,M
1946,frederic,15,M
1946,frederick,328,M
1946,fredric,6,M
1946,fredrick,87,M
1946,gaetan,7,M
1946,garfield,18,M
1946,garnet,27,M
1946,garrie,5,M
1946,garry,275,M
1946,garth,14,M
1946,gary,859,M
1946,gaston,5,M
1946,gaye,5,M
1946,gene,14,M
1946,geoffrey,32,M
1946,george,684,M
1946,georges,6,M
1946,gerald,544,M
1946,gerard,52,M
1946,gerrard,7,M
1946,gerry,9,M
1946,gilbert,54,M
1946,gilles,9,M
1946,glen,120,M
1946,glendon,5,M
1946,glenn,146,M
1946,gordon,493,M
1946,graeme,8,M
1946,graham,34,M
1946,grant,74,M
1946,graydon,7,M
1946,gregg,5,M
1946,gregory,200,M
1946,guy,33,M
1946,harley,10,M
1946,harold,267,M
1946,harry,143,M
1946,harvey,94,M
1946,hector,7,M
1946,henri,13,M
1946,henry,83,M
1946,herbert,85,M
1946,howard,152,M
1946,hubert,16,M
1946,hugh,94,M
1946,ian,111,M
1946,infant,46,M
1946,ira,6,M
1946,irvine,10,M
1946,irwin,9,M
1946,ivan,57,M
1946,jack,109,M
1946,jackie,10,M
1946,jacob,7,M
1946,jacques,33,M
1946,james,2138,M
1946,jan,10,M
1946,jay,8,M
1946,jean,101,M
1946,jean-guy,7,M
1946,jean-pierre,8,M
1946,jeffery,14,M
1946,jeffrey,48,M
1946,jerald,7,M
1946,jerome,30,M
1946,jerry,60,M
1946,jesse,6,M
1946,jimmie,8,M
1946,jimmy,11,M
1946,joe,10,M
1946,joel,25,M
1946,joesph,12,M
1946,john,3222,M
1946,johnnie,6,M
1946,johnny,19,M
1946,jon,31,M
1946,jonathan,12,M
1946,jos,20,M
1946,joseph,3291,M
1946,josephe,6,M
1946,jules,10,M
1946,julien,5,M
1946,karl,27,M
1946,keith,167,M
1946,kenneth,994,M
1946,kent,12,M
1946,kerry,17,M
1946,kevin,29,M
1946,kieth,8,M
1946,kim,6,M
1946,kirk,6,M
1946,kurt,5,M
1946,laird,6,M
1946,lance,13,M
1946,lanny,6,M
1946,larrie,6,M
1946,larry,519,M
1946,laurance,5,M
1946,laurence,40,M
1946,laurent,11,M
1946,laurie,16,M
1946,laverne,5,M
1946,lawrence,319,M
1946,lee,26,M
1946,leland,5,M
1946,lenard,11,M
1946,leo,73,M
1946,leon,14,M
1946,leonard,191,M
1946,leroy,17,M
1946,leslie,130,M
1946,lester,7,M
1946,lewis,26,M
1946,lindsay,6,M
1946,lionel,29,M
1946,lloyd,138,M
1946,lorne,115,M
1946,louis,44,M
1946,luc,6,M
1946,lucien,15,M
1946,lyle,36,M
1946,lynn,18,M
1946,malcolm,46,M
1946,malcom,5,M
1946,male,8,M
1946,marc,9,M
1946,marcel,45,M
1946,mark,73,M
1946,marshall,14,M
1946,martin,77,M
1946,marvin,33,M
1946,mathew,5,M
1946,matthew,9,M
1946,maurice,79,M
1946,maxwell,6,M
1946,melville,14,M
1946,melvin,75,M
1946,melvyn,10,M
1946,mervin,22,M
1946,mervyn,14,M
1946,michael,866,M
1946,micheal,50,M
1946,michel,36,M
1946,mike,5,M
1946,milton,24,M
1946,mitchell,6,M
1946,morley,22,M
1946,morris,30,M
1946,murray,183,M
1946,myles,5,M
1946,myron,8,M
1946,neal,7,M
1946,neil,77,M
1946,nelson,31,M
1946,nicholas,23,M
1946,noel,12,M
1946,norman,272,M
1946,normand,9,M
1946,not,24,M
1946,oliver,9,M
1946,omer,5,M
1946,orval,7,M
1946,orville,13,M
1946,oscar,8,M
1946,owen,14,M
1946,patrick,242,M
1946,paul,915,M
1946,percy,20,M
1946,perry,16,M
1946,peter,647,M
1946,philip,122,M
1946,philippe,7,M
1946,phillip,42,M
1946,pierre,29,M
1946,rae,8,M
1946,ralph,162,M
1946,randal,10,M
1946,randall,26,M
1946,randolph,36,M
1946,randy,17,M
1946,ray,33,M
1946,raymond,366,M
1946,reginald,96,M
1946,rene,31,M
1946,richard,1498,M
1946,rickey,5,M
1946,ricky,7,M
1946,robert,2971,M
1946,robin,43,M
1946,roderick,45,M
1946,rodger,33,M
1946,rodney,82,M
1946,roger,233,M
1946,roland,41,M
1946,rolland,9,M
1946,ronald,1329,M
1946,ronnie,13,M
1946,rosaire,6,M
1946,ross,164,M
1946,rowland,5,M
1946,roy,188,M
1946,rudy,5,M
1946,russel,23,M
1946,russell,100,M
1946,samuel,71,M
1946,sanford,6,M
1946,scott,14,M
1946,shane,6,M
1946,sheldon,26,M
1946,sidney,24,M
1946,simon,5,M
1946,stanley,159,M
1946,stephen,287,M
1946,steve,11,M
1946,steven,77,M
1946,stewart,43,M
1946,stuart,47,M
1946,sydney,13,M
1946,ted,10,M
1946,teddy,8,M
1946,terence,62,M
1946,terrance,155,M
1946,terrence,129,M
1946,terry,151,M
1946,theadore,5,M
1946,theodore,34,M
1946,thomas,890,M
1946,timothy,111,M
1946,tom,5,M
1946,trevor,10,M
1946,un-named,6,M
1946,vaughan,7,M
1946,vaughn,6,M
1946,vernon,47,M
1946,victor,101,M
1946,vincent,46,M
1946,wallace,35,M
1946,walter,159,M
1946,ward,5,M
1946,warren,75,M
1946,wayne,740,M
1946,wendell,6,M
1946,wesley,26,M
1946,wilbert,9,M
1946,wilfred,62,M
1946,wilfrid,8,M
1946,willard,16,M
1946,william,2333,M
1946,willie,6,M
1946,willis,12,M
1946,wilmer,5,M
1946,winston,7,M
1946,wray,7,M
1946,yvon,15,M
1947,aaron,5,M
1947,adam,7,M
1947,adrian,11,M
1947,alan,207,M
1947,albert,181,M
1947,alex,19,M
1947,alexander,124,M
1947,alfred,88,M
1947,allan,390,M
1947,allen,127,M
1947,alphonse,10,M
1947,alvin,29,M
1947,amos,6,M
1947,andre,41,M
1947,andrew,152,M
1947,andy,6,M
1947,angelo,5,M
1947,angus,23,M
1947,anthony,88,M
1947,antoine,5,M
1947,antonio,5,M
1947,archibald,11,M
1947,archie,15,M
1947,armand,6,M
1947,arnold,53,M
1947,arthur,257,M
1947,aubrey,7,M
1947,aurel,5,M
1947,austin,12,M
1947,babe,9,M
1947,barrie,29,M
1947,barry,376,M
1947,basil,15,M
1947,benjamin,18,M
1947,bernard,91,M
1947,bert,9,M
1947,bertram,9,M
1947,beverley,18,M
1947,beverly,9,M
1947,billy,5,M
1947,blaine,11,M
1947,blair,8,M
1947,blake,5,M
1947,bob,5,M
1947,bradley,24,M
1947,brent,15,M
1947,brian,1061,M
1947,brien,6,M
1947,brock,5,M
1947,bruce,456,M
1947,bryan,177,M
1947,bryce,5,M
1947,bryon,19,M
1947,buddy,5,M
1947,byron,15,M
1947,calvin,33,M
1947,cameron,30,M
1947,carl,147,M
1947,carman,9,M
1947,carmen,7,M
1947,carson,7,M
1947,cecil,46,M
1947,charles,511,M
1947,chester,20,M
1947,chris,6,M
1947,christopher,139,M
1947,clare,16,M
1947,clarence,56,M
1947,clark,9,M
1947,clarke,6,M
1947,claude,48,M
1947,clayton,25,M
1947,clement,6,M
1947,clifford,131,M
1947,clinton,16,M
1947,clive,8,M
1947,clyde,14,M
1947,colin,57,M
1947,conrad,9,M
1947,cornelius,7,M
1947,craig,52,M
1947,curtis,6,M
1947,cyril,10,M
1947,dale,79,M
1947,dalton,8,M
1947,dan,8,M
1947,danial,6,M
1947,daniel,409,M
1947,danny,95,M
1947,darcy,7,M
1947,d'arcy,9,M
1947,darrel,8,M
1947,darrell,13,M
1947,darryl,32,M
1947,darwin,6,M
1947,daryl,12,M
1947,david,2434,M
1947,dean,14,M
1947,delbert,14,M
1947,delmer,8,M
1947,denis,77,M
1947,dennis,476,M
1947,derek,21,M
1947,derrick,6,M
1947,desmond,5,M
1947,dominic,6,M
1947,don,10,M
1947,donald,1449,M
1947,douglas,1093,M
1947,duane,15,M
1947,duncan,28,M
1947,dwayne,10,M
1947,dwight,32,M
1947,earl,101,M
1947,earle,7,M
1947,earnest,7,M
1947,eddie,6,M
1947,edgar,37,M
1947,edmond,15,M
1947,edmund,19,M
1947,edouard,5,M
1947,edward,610,M
1947,edwin,88,M
1947,eldon,12,M
1947,elgin,7,M
1947,elliott,5,M
1947,ellwood,5,M
1947,elmer,23,M
1947,elwood,14,M
1947,emerson,7,M
1947,emile,6,M
1947,eric,160,M
1947,erik,8,M
1947,erle,6,M
1947,ernest,150,M
1947,eugene,66,M
1947,evan,9,M
1947,everett,13,M
1947,felix,8,M
1947,fernand,12,M
1947,floyd,25,M
1947,frances,9,M
1947,francis,183,M
1947,francois,11,M
1947,frank,173,M
1947,franklin,48,M
1947,fraser,8,M
1947,fred,21,M
1947,frederic,18,M
1947,frederick,343,M
1947,fredrick,80,M
1947,gabriel,9,M
1947,gaetan,6,M
1947,garfield,30,M
1947,garnet,47,M
1947,garry,267,M
1947,garth,18,M
1947,gary,790,M
1947,gaston,10,M
1947,gavin,7,M
1947,gene,17,M
1947,geoffrey,29,M
1947,george,777,M
1947,gerald,539,M
1947,gerard,47,M
1947,gerry,11,M
1947,gilbert,50,M
1947,giles,6,M
1947,gilles,14,M
1947,glen,143,M
1947,glendon,7,M
1947,glenn,194,M
1947,gorden,8,M
1947,gordon,567,M
1947,graeme,6,M
1947,graham,52,M
1947,grant,72,M
1947,gregg,7,M
1947,gregory,275,M
1947,guy,50,M
1947,harley,5,M
1947,harold,277,M
1947,harry,158,M
1947,harvey,81,M
1947,hector,12,M
1947,henri,15,M
1947,henry,100,M
1947,herbert,91,M
1947,herman,9,M
1947,howard,168,M
1947,hubert,12,M
1947,hugh,87,M
1947,ian,173,M
1947,infant,56,M
1947,ira,7,M
1947,irvin,9,M
1947,irving,11,M
1947,irwin,10,M
1947,ivan,53,M
1947,j,9,M
1947,jack,130,M
1947,jackie,9,M
1947,jacob,5,M
1947,jacque,6,M
1947,jacques,18,M
1947,james,2429,M
1947,jan,12,M
1947,jay,13,M
1947,jean,80,M
1947,jean-marie,5,M
1947,jean-pierre,8,M
1947,jeffery,12,M
1947,jeffrey,72,M
1947,jerald,5,M
1947,jerome,33,M
1947,jerrold,5,M
1947,jerry,66,M
1947,jimmie,8,M
1947,jimmy,20,M
1947,joe,5,M
1947,joel,15,M
1947,joesph,5,M
1947,john,3546,M
1947,johnny,13,M
1947,jon,23,M
1947,jonathan,15,M
1947,jonathon,6,M
1947,jos,9,M
1947,joseph,3427,M
1947,karl,26,M
1947,keith,222,M
1947,kelly,7,M
1947,kenneth,1030,M
1947,kent,13,M
1947,kerry,21,M
1947,kevin,25,M
1947,kieth,7,M
1947,kim,6,M
1947,kirk,6,M
1947,lance,10,M
1947,lanny,6,M
1947,larrie,7,M
1947,larry,622,M
1947,laurence,39,M
1947,laurent,11,M
1947,laurie,17,M
1947,laverne,8,M
1947,lawrence,396,M
1947,lee,27,M
1947,leigh,5,M
1947,lenard,25,M
1947,leo,69,M
1947,leon,18,M
1947,leonard,217,M
1947,leopold,5,M
1947,leroy,8,M
1947,leslie,120,M
1947,lester,15,M
1947,lewis,20,M
1947,lionel,27,M
1947,lloyd,154,M
1947,lonnie,6,M
1947,lorne,133,M
1947,louis,69,M
1947,lucien,7,M
1947,lyall,10,M
1947,lyle,48,M
1947,lynn,15,M
1947,malcolm,57,M
1947,male,7,M
1947,marc,10,M
1947,marcel,61,M
1947,mark,84,M
1947,marshall,10,M
1947,martin,92,M
1947,marvin,34,M
1947,matthew,12,M
1947,maurice,78,M
1947,melville,16,M
1947,melvin,60,M
1947,melvyn,8,M
1947,merle,10,M
1947,mervin,33,M
1947,mervyn,12,M
1947,michael,1095,M
1947,micheal,57,M
1947,michel,30,M
1947,milan,6,M
1947,miles,9,M
1947,milton,12,M
1947,mitchell,7,M
1947,morley,17,M
1947,morris,30,M
1947,moses,5,M
1947,murray,208,M
1947,murry,5,M
1947,myles,8,M
1947,myron,5,M
1947,nathan,5,M
1947,neal,6,M
1947,neil,86,M
1947,nelson,30,M
1947,nicholas,33,M
1947,no,9,M
1947,noel,8,M
1947,norman,307,M
1947,normand,11,M
1947,not,16,M
1947,oliver,7,M
1947,orval,7,M
1947,orville,8,M
1947,oscar,7,M
1947,owen,18,M
1947,patrick,264,M
1947,paul,966,M
1947,percy,19,M
1947,perry,25,M
1947,peter,762,M
1947,philip,180,M
1947,philippe,6,M
1947,phillip,66,M
1947,pierre,34,M
1947,rae,9,M
1947,ralph,144,M
1947,randal,13,M
1947,randall,49,M
1947,randolph,47,M
1947,randy,22,M
1947,ray,38,M
1947,raymond,409,M
1947,reginald,85,M
1947,rejean,6,M
1947,rene,25,M
1947,richard,1614,M
1947,rickey,9,M
1947,rickie,5,M
1947,ricky,16,M
1947,robert,3396,M
1947,robin,47,M
1947,roderick,62,M
1947,rodger,27,M
1947,rodney,72,M
1947,roger,253,M
1947,roland,41,M
1947,rolland,11,M
1947,romeo,11,M
1947,ronald,1433,M
1947,ronnie,24,M
1947,rory,5,M
1947,rosaire,7,M
1947,ross,133,M
1947,roy,204,M
1947,royal,9,M
1947,royden,5,M
1947,rudolph,9,M
1947,russel,29,M
1947,russell,121,M
1947,samuel,43,M
1947,scott,25,M
1947,sean,11,M
1947,serge,7,M
1947,shane,6,M
1947,shawn,6,M
1947,sheldon,17,M
1947,sidney,32,M
1947,simeon,5,M
1947,simon,5,M
1947,spencer,7,M
1947,stanley,165,M
1947,stephen,369,M
1947,sterling,7,M
1947,steve,8,M
1947,steven,146,M
1947,stewart,48,M
1947,stuart,52,M
1947,sydney,17,M
1947,ted,7,M
1947,teddy,9,M
1947,terance,5,M
1947,terence,67,M
1947,terrance,193,M
1947,terrence,120,M
1947,terry,200,M
1947,theodore,29,M
1947,thomas,945,M
1947,timothy,156,M
1947,tom,9,M
1947,tommy,5,M
1947,trevor,12,M
1947,un-named,5,M
1947,vaughan,6,M
1947,vaughn,12,M
1947,vern,8,M
1947,verne,6,M
1947,vernon,46,M
1947,victor,94,M
1947,vincent,44,M
1947,wallace,38,M
1947,walter,189,M
1947,ward,6,M
1947,warren,79,M
1947,wayne,872,M
1947,wesley,30,M
1947,wilbert,14,M
1947,wilfred,62,M
1947,wilfrid,11,M
1947,willard,11,M
1947,william,2523,M
1947,wilmer,7,M
1947,wilson,6,M
1947,winston,9,M
1947,wray,5,M
1947,yvon,14,M
1948,aaron,7,M
1948,abraham,5,M
1948,adam,6,M
1948,adrian,5,M
1948,adrien,5,M
1948,alan,224,M
1948,albert,185,M
1948,alec,5,M
1948,alex,13,M
1948,alexander,134,M
1948,alfred,94,M
1948,allan,372,M
1948,allen,138,M
1948,alvin,38,M
1948,andre,39,M
1948,andrew,135,M
1948,angus,13,M
1948,anthony,108,M
1948,antoine,5,M
1948,archibald,10,M
1948,archie,13,M
1948,arden,5,M
1948,armand,17,M
1948,arnold,41,M
1948,arthur,249,M
1948,aubrey,9,M
1948,austin,5,M
1948,babe,10,M
1948,barrie,19,M
1948,barry,338,M
1948,basil,13,M
1948,benjamin,19,M
1948,benoit,5,M
1948,bernard,107,M
1948,bertram,7,M
1948,beverley,13,M
1948,beverly,15,M
1948,bill,5,M
1948,billy,8,M
1948,blair,16,M
1948,bobby,5,M
1948,boyd,6,M
1948,bradford,8,M
1948,bradley,38,M
1948,brent,25,M
1948,brian,980,M
1948,brien,9,M
1948,brock,10,M
1948,bruce,440,M
1948,bryan,162,M
1948,bryce,7,M
1948,bryon,20,M
1948,burton,8,M
1948,byron,9,M
1948,calvin,34,M
1948,cameron,28,M
1948,carl,145,M
1948,carman,11,M
1948,carmen,13,M
1948,carson,6,M
1948,cary,8,M
1948,cecil,55,M
1948,charles,444,M
1948,charlie,10,M
1948,chester,11,M
1948,christian,9,M
1948,christopher,181,M
1948,clair,5,M
1948,clare,26,M
1948,clarence,58,M
1948,clark,10,M
1948,clarke,6,M
1948,claude,37,M
1948,clayton,28,M
1948,clement,6,M
1948,clifford,123,M
1948,clinton,15,M
1948,clive,6,M
1948,clyde,18,M
1948,colin,49,M
1948,conrad,6,M
1948,cornelius,9,M
1948,craig,52,M
1948,cyril,10,M
1948,dale,108,M
1948,dalton,7,M
1948,dan,12,M
1948,dana,13,M
1948,daniel,433,M
1948,danny,82,M
1948,d'arcy,8,M
1948,darrel,7,M
1948,darrell,10,M
1948,darryl,20,M
1948,darwin,5,M
1948,daryl,20,M
1948,david,2331,M
1948,dawson,7,M
1948,dean,23,M
1948,delbert,12,M
1948,delmar,5,M
1948,denis,84,M
1948,dennis,489,M
1948,derek,19,M
1948,derrick,6,M
1948,desmond,10,M
1948,dominic,6,M
1948,donald,1347,M
1948,douglas,1015,M
1948,duane,11,M
1948,duncan,36,M
1948,dwayne,9,M
1948,dwight,22,M
1948,earl,95,M
1948,earle,7,M
1948,earnest,6,M
1948,eddie,6,M
1948,edgar,28,M
1948,edmond,11,M
1948,edmund,16,M
1948,edward,522,M
1948,edwin,65,M
1948,eldon,13,M
1948,eli,5,M
1948,elliot,6,M
1948,elliott,8,M
1948,elmer,17,M
1948,elwood,12,M
1948,emerson,9,M
1948,emile,14,M
1948,eric,154,M
1948,erle,5,M
1948,ernest,129,M
1948,errol,6,M
1948,eugene,55,M
1948,evan,7,M
1948,everett,5,M
1948,fernand,16,M
1948,floyd,25,M
1948,frances,7,M
1948,francis,204,M
1948,francois,10,M
1948,frank,156,M
1948,franklin,38,M
1948,fraser,8,M
1948,fred,24,M
1948,frederic,14,M
1948,frederick,291,M
1948,fredrick,79,M
1948,gaetan,12,M
1948,garfield,20,M
1948,garland,5,M
1948,garnet,30,M
1948,garry,258,M
1948,garth,22,M
1948,gary,713,M
1948,gaston,7,M
1948,gaye,6,M
1948,gene,11,M
1948,geoffrey,37,M
1948,george,639,M
1948,gerald,470,M
1948,gerard,60,M
1948,gerry,9,M
1948,gilbert,45,M
1948,gilles,25,M
1948,glen,158,M
1948,glendon,12,M
1948,glenn,145,M
1948,gorden,6,M
1948,gordon,537,M
1948,graham,45,M
1948,grant,76,M
1948,gregg,5,M
1948,gregory,258,M
1948,guy,62,M
1948,harley,10,M
1948,harold,249,M
1948,harry,151,M
1948,harvey,72,M
1948,henri,6,M
1948,henry,90,M
1948,herbert,65,M
1948,herman,10,M
1948,howard,152,M
1948,hubert,9,M
1948,hugh,73,M
1948,ian,136,M
1948,infant,34,M
1948,irvin,7,M
